Sequence,Score
7/6/X7/XXX8/7/8/10,201
X3/2/-/X7/5/5/3/X35,163
X3/X4/9/XX4/1/9/0,183
4/XXX5/3/5/6/X6/6,195
4/3/X9/XXXXX5/7,225
XX1/XXXX2/8/8/1,210
7/5/1/8/X5/XX2/X61,183
3/7/7/XX7/XXX8/0,209
5/2/4/X5/XXXXX12,210
9/X2/9/X2/9/6/4/7/9,184
X4/6/XXXX2/X6/3,211
2/7/XXXXXXX1/0,238
XXXXX6/XXX4/5,245
2/-/XX1/XXXXX86,233
XXX6/8/5/5/7/6/-/3,180
X-/XXXX7/9/5/X90,220
XX-/3/X3/4/9/-/X12,169
XXX6/5/-/X-/X6/6,197
X8/7/5/3/1/X7/1/X32,162
X1/XX7/XXX4/X94,224
X5/7/XX1/5/3/2/7/6,171
5/XX2/2/2/9/XX4/4,183
9/XXX9/XXXX7/1,237
-/3/X2/2/X8/2/2/1/3,153
1/3/XX6/X-/2/X2/7,188
2/X4/X3/X9/4/X2/10,186
X9/9/7/1/XX8/XX70,199
XXX4/X7/XX2/X45,215
XX5/XX7/-/X1/X85,205
-/XX9/-/XX4/XX64,209
XX3/X7/X8/X-/6/5,194
4/XX9/XXX4/2/X97,221
X9/XX1/X5/7/6/X107,193
X4/X9/X2/8/8/XX83,205
3/X5/7/4/X8/X-/X20,183
XX9/2/X2/XXXX64,227
XX5/XX3/9/X7/5/2,194
3/1/XXXXXX3/9/8,231
X2/6/XX1/X4/7/4/3,181
XX7/X9/XXX4/4/0,205
5/XXXXXXX6/7/10,245
XXX3/X2/7/X2/3/8,201
3/XXXX4/-/XX3/2,209
XX3/XXXX6/X-/7,226
2/XX8/XXXX2/X63,229
3/1/-/XXXX2/X8/4,197
1/X5/3/X6/XXX5/1,199
X3/4/XXXX9/XX89,238
-/XX6/7/8/X-/-/3/2,176
5/XXXXX4/8/XX104,229
XXX2/XXXX6/X101,231
XX2/9/XX6/6/-/9/9,191
4/1/2/9/9/7/4/5/X7/10,159
9/3/XX1/-/X9/X3/2,176
1/7/9/XXXXX5/X90,230
2/X1/XXXXXX6/1,237
XXX3/XX-/2/X-/1,196
X6/XXX9/XX5/X64,224
XX5/X1/6/XXXX40,219
XXXXX8/X5/X3/4,232
X4/XX8/X-/X7/-/8,196
X2/5/X7/XX3/X2/3,191
2/XX4/XX-/XXX84,224
1/9/XX7/9/X8/XX53,208
X7/-/7/-/X1/X5/8/7,172
X8/XX2/6/X7/X7/6,194
7/2/7/1/3/X2/5/4/6/0,148
XX1/X5/8/7/9/1/X25,183
X4/7/XX7/X1/X2/9,203
6/XXXX7/5/7/4/-/0,193
XXX3/XXXX3/X10,227
X8/6/-/-/X5/-/5/X85,164
XX7/X4/X3/X6/X21,200
8/XXXX-/X6/XX06,216
-/XX2/X7/1/6/XX39,194
1/3/5/5/XX6/X1/X57,191
-/X6/X4/2/8/4/XX39,189
XX8/X1/3/4/6/8/X15,185
3/8/X8/6/3/XX-/6/3,176
5/3/X4/4/4/2/XX3/0,166
3/XX1/5/XX-/4/4/4,178
X8/XXX2/5/5/X9/2,194
X-/4/4/-/XX8/7/X17,181
8/2/-/4/XX9/XX9/0,184
3/X9/-/X6/-/6/7/3/2,158
X2/X6/5/-/X8/9/X95,188
XX-/8/5/9/1/X-/7/1,171
XX9/7/4/5/1/X7/X108,186
X8/5/X1/9/9/XX3/0,186
1/4/9/8/4/1/5/X3/X53,169
4/XXX8/4/3/5/X1/4,194
X4/2/1/9/1/XX6/X36,178
7/-/XX7/2/-/6/XX102,170
XXX8/6/4/XXX6/4,218
XX9/4/X4/8/9/XX81,207
6/X5/X9/5/X3/9/8/4,186
X-/1/1/1/XX-/XX28,175
9/X4/X2/X3/6/3/X08,187
-/XXX9/8/5/5/9/6/4,196
X9/XXXX1/XX9/4,224
3/8/X6/8/X1/2/X8/9,187
XXX8/XX1/XX4/0,213
8/9/X3/3/1/9/XX3/0,175
XXXX4/XX5/3/7/3,212
XXX2/XX3/X-/1/4,200
5/X5/XXX2/6/X-/3,201
XXX4/XX3/4/X1/3,204
4/XX-/XXX2/XX74,220
X8/-/XX7/XXXX49,224
6/7/6/X7/X6/9/8/8/0,178
XX8/9/7/3/X6/2/X41,184
X8/7/8/XX4/X1/X82,199
X2/7/6/6/7/X1/XX610,196
XXXX1/XXX5/4/3,223
X4/3/X5/1/3/-/2/4/3,146
X3/4/XX5/4/XXX63,208
4/1/7/1/X8/XXXX104,196
XXX8/X4/XXX9/1,228
XX8/XX3/XXX1/1,213
XX7/9/4/X8/2/X7/4,186
X3/7/XXX9/3/XX19,210
XX4/9/XXX-/3/-/1,187
XXX-/XXXX8/2/10,222
X5/X6/X5/X2/XX101,194
1/9/-/XXX4/3/3/X68,193
6/8/-/XX3/6/3/X4/0,170
XXXX5/XX9/6/X46,230
XXXXXXXXXX16,278
8/X4/7/X3/8/X1/2/8,185
XXXXXX2/8/X4/6,236
XXX9/X3/X7/4/X91,213
3/X6/X4/7/XXX9/3,209
X5/XXXX5/8/XX46,227
4/XX-/2/XXXXX103,218
X2/2/2/X9/X7/8/X73,182
XX4/8/4/XXX-/X53,204
X3/2/7/XX4/X1/X85,196
3/1/X4/XXX8/X8/2,201
8/7/XX8/5/X5/X1/0,190
1/X5/2/1/XXXX1/5,199
-/X9/1/5/X8/1/7/X75,176
5/XX2/XXXXX2/6,230
9/4/XXX7/X3/6/9/7,203
5/XX5/X-/7/XXX64,218
3/3/9/X7/XXXX4/7,213
XXX4/2/X5/X3/X12,199
7/XX9/X-/X5/-/X81,198
3/3/6/5/XXXX4/X58,211
XX9/4/4/XX9/1/-/0,177
9/X2/X5/XX4/XX48,210
XXXXX1/X1/9/3/2,215
-/2/X3/X3/3/-/7/3/4,159
4/-/XXXXXXX8/4,242
X8/X-/X3/6/1/X7/10,179
5/8/X3/XX6/1/X8/10,187
X2/-/6/6/7/X2/9/3/7,168
XX3/6/2/8/9/9/XX58,195
X9/XXXX8/3/-/5/4,200
2/5/8/XX6/8/X6/-/1,178
6/9/X8/X5/1/XX5/7,192
3/X2/-/7/9/XXX1/0,187
8/5/X1/9/5/5/6/XX62,184
5/1/7/8/-/7/X3/2/X68,169
XXXXXXXXXX24,278
X3/4/XX4/9/8/7/-/9,181
9/XX3/1/2/XX-/X610,190
X2/2/X3/XXXX5/5,212
5/X5/X-/-/4/XX2/10,178
XX5/X4/X4/-/6/3/2,176
X5/X2/X3/4/5/XX25,188
XX2/X1/XX6/X5/6,204
X9/2/9/X9/XXXX100,204
XX7/XX5/1/7/X3/0,190
7/7/3/XXX7/X7/X24,203
XXXXX6/5/X2/X410,231
2/8/4/-/6/7/9/XXX62,188
XXXX8/XX2/2/X13,216
9/4/XXXXXX1/X104,231
9/XXXX5/6/5/7/X54,212
XX6/X1/XXX-/2/9,207
6/X5/XX7/XX-/6/5,198
XXXX1/5/6/4/X7/2,198
X6/3/3/7/7/5/XX8/2,175
-/9/X4/2/9/4/-/9/6/9,168
X9/4/X4/1/8/X2/-/1,164
XX1/2/1/XXX8/7/2,191
4/8/XXXXXXX9/6,253
6/2/-/X4/1/3/4/1/X78,156
3/XX1/9/XXXX9/4,223
2/XX6/7/XX6/4/X65,204
7/XXX5/X4/X6/X38,216
2/-/XX9/XXX9/4/10,204
1/XX3/5/X2/X4/X87,203
-/7/8/6/X4/2/XX6/4,183
4/XX-/XX9/X9/3/8,200
3/1/9/X6/XX7/7/8/5,187
X3/3/-/XXXXXX38,227
XXXXXXXXXX57,287
9/X5/6/X1/3/3/1/X910,183
8/7/XXXXX1/X7/8,226
6/5/7/5/XXX-/8/X91,195
2/X1/-/X-/8/XX8/2,188
8/XXXX9/-/2/XX107,211
6/XX2/X4/5/2/1/X36,179
X6/XX-/7/6/3/5/X23,176
5/5/XX6/XX8/XX63,214
5/XXX4/XXX8/8/7,227
XXXXX4/XX8/-/2,224
8/XX5/X4/9/3/XX107,197
1/X9/7/XX4/6/2/X93,191
X9/6/5/4/9/5/9/5/X46,173
8/XX5/2/XXX-/5/1,193
9/XXXX1/XXX-/0,221
2/9/8/XX8/XX9/9/6,209
XXX9/5/X2/-/1/X74,196
2/7/8/1/1/XXX1/3/2,173
X4/-/X-/2/XX-/-/3,165
2/X9/1/6/X5/9/XX63,191
7/4/XXXX9/4/XX37,220
3/X3/X3/3/2/3/1/X45,168
6/4/X3/7/X2/5/X1/8,184
XX6/XX7/XX1/X50,209
-/2/9/1/5/X6/-/4/5/5,151
X1/XXX3/-/X6/X92,204
XXXXXXXXX4/0,264
XXX1/X6/5/6/XX01,193
XX2/7/-/X3/7/7/X710,189
6/8/XXXX7/XX9/7,231
9/9/XX1/XXXX6/10,218
X5/5/3/X6/4/XXX96,206
X3/6/1/XX7/2/3/X83,180
7/X8/XX8/-/8/5/X97,197
X6/-/8/7/X9/XXX87,208
X7/2/6/XXX-/X7/5,193
9/4/XX4/8/8/-/5/X02,171
-/4/6/XX5/4/XX3/2,184
X-/X-/X4/X4/X5/4,194
8/XXXX1/-/X6/5/6,202
XX3/X8/9/9/XX-/4,195
XXXXX5/XX1/X76,239
-/-/6/X5/6/XXX8/2,192
5/XXX4/XX5/XX53,222
XXXX9/3/XXXX10,234
X9/8/-/XX6/3/X9/5,182
XX3/9/X2/XX7/X96,214
6/XXXXX4/X4/X49,237
2/X6/9/XXX4/5/9/1,198
XX9/XX2/X3/X7/4,205
7/3/X3/5/X5/XX-/5,183
X6/3/XX1/XXX3/1,198
-/9/1/7/5/X3/X8/X34,179
X9/4/X5/X5/6/XX103,186
3/X7/5/5/X6/8/X3/3,181
1/XXX2/X-/8/XX210,208
XXX1/6/X2/9/XX15,203
XX2/XX5/8/XX3/6,204
X6/X2/XXXX8/X104,224
XXXX2/X2/XX8/3,223
X2/2/8/X8/X1/X2/7,187
X8/4/7/X4/X1/6/X76,190
X2/7/X9/X7/3/4/8/7,179
7/-/4/4/6/-/X-/X2/5,159
8/8/X1/-/X9/X8/X010,180
-/X4/8/8/5/XX7/5/4,187
9/2/XXXX-/XXX37,225
X4/X2/5/X-/XX6/10,193
6/X8/-/XX1/XXX08,199
XX6/XXXXX6/X47,243
5/X5/6/5/X3/3/XX26,184
1/2/X5/9/X8/3/XX93,195
7/X-/2/X6/XX6/X58,201
XX5/1/-/4/X4/XX47,185
1/2/9/5/XX7/2/X8/3,178
-/5/XXXXXX9/8/3,235
2/8/8/-/8/X-/X1/X52,181
X8/-/XXX3/X3/X22,197
3/XX2/XXXXX4/9,235
-/XX3/X4/XXXX103,219
X4/-/2/XXXX6/X64,208
1/XX8/X7/8/5/X4/10,193
3/XX1/XXXX1/7/5,214
X-/X7/4/-/2/7/XX06,169
1/5/X2/5/1/5/4/X5/10,162
XX8/XX7/1/X9/X52,203
7/X2/1/9/6/6/XX9/0,181
4/XXXXXX9/X1/8,247
9/-/2/XXXXX2/2/8,204
X4/XXXX5/6/X-/10,213
5/XX4/9/X6/8/8/8/0,187
9/X7/-/XXXXXX39,235
1/X7/XXX-/8/5/X57,205
X9/XXX7/1/5/XX72,209
8/X-/-/XX-/X6/-/6,176
XX1/XXXXXXX107,251
9/X5/XX7/8/XX8/3,206
X-/8/X7/9/9/XX1/1,188
X9/2/X8/X8/XXX38,206
XX4/-/6/X8/X4/X15,186
X8/X5/XX2/XX5/6,203
XX4/9/4/X6/X5/X00,187
XXXX2/5/2/9/XX33,207
X7/1/X3/8/X2/2/X69,186
XXX4/XX5/XX8/4,221
2/7/XX2/4/XXX3/7,203
7/6/7/1/9/XXX8/X41,196
3/XXX2/X8/X8/2/7,201
8/6/4/XXXXXXX86,252
1/X9/2/XXX1/6/X31,193
XXX4/X4/4/1/XX26,199
XXX6/X6/8/X6/X09,213
7/XX1/7/X9/XX2/0,190
-/5/8/X5/XXX2/X104,201
8/XX7/XXXXXX73,254
4/XXX9/9/1/XXX13,214
XXXXX9/4/3/6/X34,219
3/XXXXX7/3/X2/9,229
X1/6/6/6/4/XX1/X101,176
5/3/6/1/8/-/X-/X4/0,158
X3/X-/XXX-/1/X109,202
6/X9/6/5/X9/4/8/5/4,172
8/-/XXXX2/8/1/6/5,192
4/X-/XXXXXXX33,249
X8/X1/XX-/X8/X41,195
-/1/4/6/7/XX9/-/6/3,166
4/8/4/6/XXX4/X8/2,194
X8/X7/XXXX1/4/9,214
X9/6/5/X7/X9/5/-/3,169
XX6/7/XXX9/3/X49,218
XX-/X3/X9/6/9/X13,189
X-/3/XXX9/X4/X310,210
XXXX2/3/X3/XX43,216
X3/3/X-/9/XXXX37,215
X6/XXX3/9/3/XX83,214
XXXXXXX4/9/X98,260
X3/7/X9/2/1/XX4/6,180
6/X8/X3/XXX2/9/7,208
6/X5/X6/5/2/XXX87,210
X1/X2/XXX4/3/5/5,197
X7/5/XXX1/4/XX58,208
X9/1/9/4/X-/5/X5/1,170
X7/XX4/X-/8/XX81,209
X7/2/5/8/3/8/8/2/2/1,149
XXX1/3/XXX7/X10,212
8/X-/2/-/X7/5/X3/1,168
XX9/X5/XXXXX40,237
X3/XXX4/8/XXX88,236
X2/1/X4/-/X8/X-/4,175
8/XX3/1/XXXXX27,225
7/7/XX3/XXX5/9/4,208
XX2/X7/8/X8/XX109,202
3/XXXXXXX6/7/1,244
XX8/X9/9/2/7/-/7/3,176
XXXXXX9/X3/X14,244
1/8/7/8/X6/XX6/X26,197
1/X2/-/1/XX2/X7/7,180
8/6/X9/4/9/X7/-/4/9,172
6/9/2/-/X9/XX8/-/1,170
5/XX-/9/7/2/9/1/8/6,172
9/XX5/4/X8/XXX70,213
XXX3/8/4/XXX3/7,215
X5/8/XX4/6/7/2/1/1,169
8/X1/X7/8/9/8/XX39,200
9/4/XXXXXX7/X89,248
X-/4/7/7/XXX7/X90,204
1/4/XX7/XX4/1/X01,187
3/X-/X2/1/6/8/XX410,189
7/X9/9/5/X4/X1/X49,197
X8/7/X1/-/X1/5/-/8,170
XXX6/9/2/2/8/2/4/9,182
X9/XX2/1/1/XX1/8,183
6/4/X1/3/5/XX3/X72,184
X2/X8/X1/2/X9/3/7,182
XXXX7/XX2/9/X38,229
X1/X1/X5/5/XX-/3,188
XX9/XX5/7/XXX33,220
1/X9/XXXX2/X1/9,221
-/X3/5/6/X9/XXX85,212
9/1/5/XX2/X1/XX53,191
X1/XXXX6/4/5/1/7,203
X4/X-/2/6/X2/1/2/9,170
X5/X4/X5/9/2/8/X56,190
X-/XXX9/8/8/2/X101,200
2/X3/4/XX1/XX1/6,192
X9/7/X1/5/3/5/X3/6,176
8/X9/XX7/X7/XX85,218
9/4/XXX5/X8/3/X40,196
XXXX7/X5/7/X2/4,218
XX4/X7/XXXXX94,246
9/2/X9/X1/X2/6/8/5,181
X9/-/4/2/2/X6/XX39,173
X8/X-/XXX6/XX43,217
1/4/-/-/2/X3/XXX80,182
8/4/1/XXX9/9/X-/0,193
8/6/XX1/5/6/XX1/2,181
XX5/X9/XXXX-/9,224
8/XX1/3/7/5/5/-/X46,171
4/X3/4/XXX7/X2/10,203
3/3/8/8/X5/X8/5/8/0,172
3/7/X5/7/X6/X7/9/3,186
XX8/5/7/X3/5/3/X87,193
5/XXXX4/6/-/1/8/5,194
5/3/2/XXXXXX9/8,232
6/8/4/5/-/6/9/X8/X45,171
XX2/8/8/3/3/X3/X106,182
XX5/5/X-/XX-/X108,200
3/XXXX9/X4/3/1/3,206
X8/6/7/3/-/XX1/6/5,168
8/6/5/4/1/X6/8/X6/6,170
7/6/XXXXX7/-/8/9,220
X5/X-/9/2/5/7/X5/1,174
1/XXXX5/XX4/3/10,214
X7/XXX-/7/XX4/6,207
X5/X5/-/X2/XXX38,204
X1/XX3/XX4/X-/5,202
X8/XX-/X1/5/X-/4,189
9/X9/XXXX4/X2/7,221
XXXXXXX7/X4/7,254
3/-/X5/XXXX6/X21,209
-/5/XX2/9/X4/6/X55,192
-/X3/4/XXXX1/X210,211
XXX1/1/X9/3/XX86,207
X5/X4/1/2/1/-/XX110,159
-/6/XXXX7/4/XX46,221
XXXX7/X8/X6/4/6,217
-/XX7/XX6/XXX79,236
XX6/6/XXX8/X7/6,216
X-/XXX7/5/X9/X98,219
X8/XXX3/XXXX61,236
5/-/5/2/X3/X3/-/1/6,154
7/8/2/XX4/2/1/-/3/7,157
X5/X8/5/2/XX-/X94,190
4/2/-/3/X8/XXX1/7,183
6/XX4/XX9/4/5/4/3,189
9/-/X-/9/7/8/X2/X57,186
6/X5/XX1/X6/XX70,205
X2/X1/8/1/3/X5/X62,180
9/X8/X8/6/6/X8/6/1,179
8/XXX8/7/3/8/X-/0,196
X1/9/6/X7/6/8/XX59,198
X3/1/6/-/X2/3/X1/10,162
X-/9/XXXXXX1/6,236
XXX8/3/2/9/9/1/5/6,183
-/1/4/XX3/X1/1/9/9,177
XX4/X8/3/XXX8/10,207
7/X7/5/XXXXXX29,238
X9/XX1/XX4/X7/10,197
X-/1/XX2/1/5/-/4/8,161
X3/4/X1/XXXX1/2,207
XXX9/9/7/8/7/XX010,202
5/X-/X7/6/XXXX94,228
4/8/XXXXX4/XX40,230
XXX5/7/2/X6/X3/1,195
X6/6/4/X4/9/XXX310,200
X9/XXX-/X4/X1/2,202
X4/XX-/X7/5/3/X42,184
XX6/8/8/X7/XXX20,206
XXXXXXX4/3/X15,243
XXX5/5/X-/XXX1010,214
XX4/3/X1/XXXX50,217
4/XXX4/XXX1/X61,222
7/5/6/X-/1/6/X2/X103,173
XX4/XXXX4/4/-/3,205
X1/7/1/X1/-/7/3/X103,163
1/5/XXX8/5/3/XX10,193
X5/X9/8/6/XX-/-/3,177
8/9/7/XX8/-/XX5/7,196
2/XX9/1/1/9/XX-/7,187
X4/6/XX5/XXXX57,228
XX5/XXX3/XXX75,237
X-/6/4/XX5/XX6/7,198
X7/5/8/2/XXX6/6/0,187
8/XXX6/XX4/6/X70,213
6/2/XX7/X6/3/4/X107,185
X1/3/X6/4/X6/1/5/8,171
X5/XX3/6/X3/X9/3,192
-/X1/X7/X7/1/4/X510,187
3/2/XXXX2/3/8/X92,206
X3/XX8/XXXXX61,241
XX2/X9/6/7/XX2/4,191
XX3/-/X2/6/2/2/6/2,161
X2/XXXX3/X7/8/1,212
XX2/9/X9/X5/5/X41,191
4/7/XX9/XXX4/8/4,212
3/9/8/XX4/X5/7/X110,192
8/XXXXX8/XX2/1,231
2/X3/X4/X1/3/X7/6,189
4/X1/-/9/-/XXX4/9,192
6/X1/3/XXXXX1/6,220
9/XXX7/6/1/4/X9/4,192
4/X3/XX6/X3/-/X210,192
XXX3/X8/XXXX25,232
XXXXX1/8/X4/X61,226
XXX4/7/XXX4/X010,217
XX8/6/8/XXXX4/2,218
8/3/2/X1/8/X7/XX52,185
XX2/X5/5/1/XXX00,188
X7/6/3/XX-/2/X6/8,179
-/X1/3/2/X7/X6/X26,183
XXX1/XX4/1/XX27,207
1/7/XXXXX6/X6/10,225
6/4/X7/XXXXX7/7,228
-/X8/X1/X6/XXX910,229
X2/XXXX2/XXX42,232
3/7/X9/XXXX7/X50,219
3/XX6/8/XX3/-/4/8,189
XXX3/7/X1/X2/9/2,201
9/5/XXXXX9/4/X82,228
X7/X4/1/X7/3/1/1/9,165
-/4/XX2/XXX2/X54,207
8/XXX7/XXX3/8/2,220
X9/9/5/X5/XX2/2/5,183
X4/2/X1/XXX1/X36,202
X8/6/X4/X9/3/6/X92,186
3/XXXXX6/XXX101,240
XXXXXXXXX8/4,272
XX1/X2/5/X9/7/1/5,179
1/X6/XXX1/6/7/5/0,189
XX7/X5/-/7/X8/X95,198
X1/XX9/2/7/7/XX91,204
3/XXX1/XX2/X1/7,210
7/X3/XX7/XX7/9/7,210
X5/XXX7/X5/9/X17,214
7/XX9/X8/X4/-/-/2,181
XXX1/XXX1/2/X41,209
8/3/X6/5/XXXX1/8,207
9/X1/-/5/9/X4/4/X77,182
XX5/XX3/-/8/XX97,211
5/9/5/-/X-/-/1/5/X100,152
XX7/X-/X5/4/5/7/7,190
X5/X4/5/-/XX4/6/4,179
3/XX7/5/X9/8/8/X58,201
2/XXX9/X3/X8/X73,219
XXXXXXXX2/X13,256
X4/4/XX5/9/1/8/7/2,176
X8/XXXXX5/-/X510,227
XX9/XX4/7/7/1/X53,196
XXX5/X2/XX5/X04,214
9/X1/XX8/X5/6/X20,196
X2/7/XX-/3/X4/X71,188
6/2/6/X3/X1/4/4/9/2,167
X5/X8/7/5/XX3/X30,188
X1/1/XXXX3/-/X88,210
2/5/X7/1/2/4/XXX38,186
XXX2/XX1/XX-/7,210
1/XX3/8/2/4/X8/X60,183
9/X4/XXX5/8/X7/7,210
XXXXXX9/XXX47,264
X4/X4/5/6/9/XX7/6,193
7/XX2/XXXXX7/6,235
X-/-/6/6/X7/8/8/X25,175
5/1/XXX2/X1/XX78,215
X9/3/X4/1/6/X1/X57,182
4/-/XXX9/1/X7/X810,208
6/XX9/X1/X6/X5/0,199
4/XX8/X8/X6/9/X43,204
3/-/X-/XX3/XXX102,198
8/9/XX7/8/XXX6/8,218
XX7/XXXXX6/X94,246
XX3/X5/6/8/XX7/7,201
7/6/6/X5/X6/7/7/7/1,174
XX4/XX2/XXX1/7,214
2/1/XXXXXXXX77,262
5/2/XX5/X5/XXX29,210
XX6/X9/1/XX-/8/4,189
X6/X6/X4/X4/3/X89,200
X7/9/X2/4/XX5/-/8,186
-/4/3/X5/5/3/X4/8/5,168
X2/3/5/9/6/6/4/X4/10,165
4/9/-/XXXXXXX33,238
-/9/X3/XXX6/3/3/7,198
XXXXX3/XX2/-/8,223
XX3/XXXXX5/3/5,226
9/9/-/XXX-/2/XX108,192
8/XX8/XX4/3/X9/3,198
X9/XXXXXX9/3/3,235
1/4/6/6/X3/XX8/X42,190
8/X5/XXX2/2/3/X90,196
XXXX5/-/9/X6/X73,214
XXX8/X1/4/8/4/X06,200
X1/6/X8/XXX6/1/0,193
X4/XXXXX7/3/7/7,224
X4/X5/XXX4/6/X810,218
1/X5/6/2/4/X3/XX50,182
X5/6/XX5/XXXX55,226
XX8/3/9/5/X-/-/X28,185
-/X2/4/XXXX7/-/4,205
9/XX8/X7/X3/XX85,219
XXXX5/X5/XX5/9,229
XX1/5/2/8/5/X5/5/9,175
XXX9/-/3/5/XX-/10,189
XX4/X1/8/7/6/X6/6,191
-/8/4/XX8/2/XXX08,200
8/XXX9/X-/3/3/3/10,190
XX6/X8/XXXX5/1,222
8/4/X4/X1/X-/XX21,189
X4/XX2/XX2/8/X106,200
2/XXX1/XX2/X7/6,209
XX-/7/X6/5/6/4/2/5,169
7/XX4/-/X7/X5/5/1,180
X7/7/3/8/X5/4/XX22,178
X-/XX4/XX3/XX94,219
XXXX9/3/3/1/6/X81,201
X4/XXX5/XX-/6/0,201
2/7/X4/8/XX3/3/4/8,183
XX-/8/X3/5/4/8/7/10,174
4/X3/6/5/4/XXXX83,214
X7/XX4/XXXX9/3,226
9/XXXX5/X6/XX100,218
X6/2/XX-/XXX-/0,192
XXXXX7/6/9/-/X105,219
X-/3/7/7/4/5/XX9/1,176
5/3/XX5/5/9/2/X4/2,176
X2/2/X1/4/3/XX9/5,183
XXX5/3/XX-/XX82,216
5/X5/8/3/X4/X6/6/6,183
X6/X9/XX6/4/-/4/5,179
XXXX5/X4/9/X5/8,222
X6/XX5/X7/X5/X64,205
1/5/XX9/XXXXX00,224
9/7/X7/5/-/9/5/8/X85,177
X5/XXXXX7/X-/6,233
9/X9/3/6/X1/X3/X72,188
8/XX9/X2/X7/X1/4,203
1/X9/3/4/6/-/2/XX30,161
XX7/8/X5/6/XX6/5,202
X8/6/X7/2/7/XXX810,211
XX5/8/X7/9/5/XX03,190
2/2/5/XX4/XX6/5/8,190
3/XX7/XX2/X5/X73,209
3/XX8/5/X4/XX1/3,197
X4/XX2/5/XX6/8/2,193
X3/2/8/XXX9/X3/3,202
XX9/3/-/5/7/1/4/X77,173
8/X1/-/X9/X1/X4/2,182
5/3/X3/XXX4/X9/4,201
1/1/XXX5/XX4/X58,213
2/8/XX8/XX9/XX100,208
X-/1/XX7/XXX9/1,208
XX8/4/X3/XXXX90,230
X3/X3/2/6/XX1/X46,189
XX1/XXX3/XX1/1,206
XXXXX2/4/XXX81,243
4/3/X9/7/XX9/3/X38,193
-/X7/8/XX6/7/XX42,201
6/X5/2/X8/2/X5/1/2,167
XX4/6/9/8/XX2/X98,206
6/X-/XX3/6/XXX58,217
3/XXXXXX7/XX81,254
XXX9/XXXXXX010,251
XXXX7/X-/XXX08,235
2/4/5/X8/X4/8/9/3/5,174
X6/X5/1/6/3/4/X6/3,167
6/XX1/4/2/4/2/XX610,183
1/X3/X8/X4/4/7/X92,192
XX7/5/XXX5/5/7/1,200
6/2/3/7/XXX4/-/X84,188
X3/9/XXXX6/X6/2,217
X4/X8/X4/XXXX52,222
5/6/X8/7/3/X2/XX47,191
-/XX3/6/XX7/XX109,208
XX6/6/8/X2/X-/9/5,194
X2/XX2/-/XXX1/1,194
XXX-/6/X8/3/9/X59,202
3/XX9/4/7/9/1/X4/2,182
-/5/XX7/X-/X1/-/1,183
XXX4/X6/XXX6/6,226
XXXX7/X5/3/4/8/7,209
2/XX9/2/-/3/XX5/9,188
9/7/XXXXXX5/X27,241
1/XX6/-/2/9/7/2/X01,167
X5/XX4/2/X8/6/4/4,180
XXX7/4/5/X8/6/4/5,191
XXX-/3/X6/3/X2/5,191
1/X-/XX9/9/5/4/7/6,190
2/X5/XXXXXX7/10,239
2/7/X5/XX7/XXX35,215
XXX2/XX2/7/XX91,220
6/8/XXXXXX9/X30,240
XXX4/4/XX2/X2/4,204
5/4/1/X5/4/XX8/6/1,174
2/6/XXX5/X9/XX25,210
5/9/XX9/5/X7/X8/6,199
6/1/X6/4/5/X4/XX27,181
5/2/4/X1/XXXX8/2,206
XXXX5/8/-/5/X3/2,200
X1/XX2/1/8/XX4/8,193
3/XXX5/3/4/X5/X58,205
XX4/X5/4/-/-/X4/9,177
6/XX2/XXXX9/6/0,217
3/XX5/XX6/9/XX96,224
2/X3/X5/4/8/XX-/6,188
X6/X9/XX9/XXX64,225
X6/X4/XX4/X6/X10,195
X3/4/2/6/2/XXX3/3,180
XX6/6/XX6/9/-/X610,201
X9/XX4/X8/XX2/6,202
XX3/XX9/-/5/6/X64,193
1/4/X2/XXX2/8/5/0,189
XXXXXXXX2/6/3,251
X5/7/X1/X9/3/3/1/5,169
X8/XXXX7/XXX17,236
3/-/2/6/9/X8/XX7/8,182
9/X-/5/XX2/-/3/X55,180
9/-/XX7/-/X8/7/5/1,170
9/3/7/8/3/3/X7/XX38,178
4/5/X-/XXX3/XX37,211
X3/1/3/XX7/5/3/9/6,174
X3/XX7/X3/X3/9/8,204
3/5/XXX1/8/XXX84,224
3/X6/9/XXXX1/5/3,208
6/4/XX1/8/6/-/X3/6,175
8/1/XXXX9/9/XX69,230
7/8/2/X7/X2/XXX12,194
1/7/4/4/X2/9/2/X-/0,166
X2/9/7/4/1/X1/XX41,180
7/X3/X5/XX8/X9/2,200
X4/5/2/X7/X-/5/X110,176
XXXX7/9/X3/3/X60,215
9/5/1/1/XX1/3/X7/1,162
X2/4/X1/6/X8/XX07,187
XX5/3/X4/XX4/-/2,184
-/8/4/XXX2/XX6/3,203
X9/XXXXXXX7/0,247
X9/3/1/4/X5/-/4/1/3,146
XXX8/2/7/5/2/6/X28,190
XXX6/XXX-/X3/4,220
8/XX7/6/X2/9/6/2/6,186
4/1/-/4/XX3/XX7/10,177
3/XXX5/X4/XXX20,219
3/X-/X1/3/X3/X4/2,185
-/5/X7/XXXX9/X22,218
6/1/6/-/7/7/-/X4/X25,158
X9/7/8/7/6/6/1/X7/4,169
2/XXXX7/X4/7/X58,227
4/X9/2/X3/X-/8/X19,190
7/2/XX7/7/XX4/4/6,190
X7/XX6/8/X1/5/X87,204
